"Fecha
modificacion",Seccion Afectada,Solicitante
21-0ct-2009,"MatrizdeResponsabilidadesPostventa~ HDD
Antes:
Recibir quejas de los Clientes Corporativos por medio de
sus Ejecutivos de Venta sobre problemas relacionados a
los servicios de Mensajerfa Corporativa
Cambio:
Recibir quejas de los Clientes Corporativos quienes se
comunicar;jn directamente a HDD a traves de la
extension 3347 sobre problemas relacionados a los
servicios de Mensajeria Corporativa","JesusIvan Toxqui
Mansillas"
